0,1,2,3,4,5,6,7,8,9,10,11,12,obj,con1,con2
-4.42774760723114,3.9730831384658813,3.01084440946579,1.6534996032714844,0.2592182159423828,5.101688027381897,4.17190957069397,-4.302063509821892,-3.771252155303955,-4.379292964935303,-4.243115395307541,-1.3790695667266846,-0.777298092842102,0.6186724704490946,-4816.405186765239,-0.20173904008753107
-4.789068102836609,-1.898260165937245,4.340871095657349,1.4304420948028564,1.39878511428833,2.3358193039894104,2.5642778873443604,-2.8498799204826355,-1.8497366905212402,-1.5511221885681152,-4.139889687299728,-2.762367829680443,0.8914437294006348,0.5670801053168598,-20492.240555063127,0.4117434980311513
-4.769679546356201,4.516668677330017,4.533173561096191,-0.5384188890457153,0.7454793453216553,1.2938756495714188,2.911207675933838,-3.649255096912384,-2.297806739807129,-3.0164096355438232,-2.1638652682304382,-2.436138331890106,0.32867348194122314,0.2888299636901494,-22620.412535262407,-0.4
-4.108265042304993,3.3850347995758057,-1.2061716467142105,-0.8684248924255371,-1.386462390422821,6.294509291648865,3.6243226528167725,-4.614908009767532,-3.1446746587753296,-3.5307745933532715,-3.7756047546863556,-2.8084770143032074,-0.1476609706878662,0.6181751594395845,-35629.205802664255,0.36952768401247493
-4.8542362451553345,1.0907681286334991,-0.11619457602500916,1.8856127262115479,-0.9089194536209106,2.728150486946106,2.345449060201645,-2.1926798820495605,-2.7284460067749023,-3.7179824113845825,-2.9563825726509094,-1.6382309198379517,0.9595972299575806,0.44349411696013463,-7614.753406603986,-0.3981290806696486
-5.565628796815872,2.963844418525696,-1.8867521826177835,-0.2848461866378784,0.13267993927001953,5.4575828313827515,6.852072596549988,-4.1928888857364655,-1.1303832530975342,-4.739925563335419,-2.085222005844116,-2.207036256790161,-0.9196661785244942,0.8480281777141218,451.35655833528176,0.5877411492928942
-5.755331724882126,4.397914707660675,0.6519532203674316,1.1700489521026611,1.7532389163970947,5.856187701225281,6.657859206199646,-4.797134071588516,-2.4549942016601562,-1.2611868381500244,-3.1004311442375183,-1.1008566617965698,0.028611421585083008,0.5752485288734008,-768.8829812338754,0.10935563915908908
-4.594086289405823,2.7492446303367615,-0.39357899129390717,-0.4803917407989502,-0.9235584735870361,3.737255811691284,3.6295602917671204,-2.2036781907081604,-2.487748384475708,-2.663027048110962,-4.442613899707794,-2.7920353561639786,-0.765174075961113,0.5440938514174806,-15508.453075116751,0.36626154024663204
-5.403432250022888,2.3931045532226562,-0.4437810331583023,0.7805500030517578,-0.8454722166061401,4.959420084953308,1.9879424273967743,-2.6252779960632324,-2.0645089149475098,-1.257995367050171,-2.734447658061981,-2.4744094014167786,-0.971318680793047,0.5107158274008639,-3823.778260033514,0.3500618483904476
-5.980103423818946,2.4749417901039124,0.3388848900794983,0.8760867118835449,0.3182373046875,6.942236661911011,3.129631221294403,-2.618788480758667,-4.6092667281627655,-4.4353525042533875,-4.552980229258537,-1.6908894777297974,-0.005738317966461182,0.5868500639375662,-6155.175051402653,0.05505654836177254
-4.845973610877991,-1.3457667976617813,0.25942984223365784,-1.0595370531082153,-1.5918468236923218,2.1978378891944885,3.8228029012680054,-3.802152007818222,-3.3546141386032104,-1.8929433822631836,-2.482268512248993,-1.1601316928863525,-0.98848139308393,0.45973305944710596,-2367.7157265714595,-0.38032608422079484
-5.527503401041031,4.279425263404846,-1.6619069501757622,0.993363618850708,-1.0302827954292297,5.346959233283997,4.907909154891968,-2.313413977622986,-3.123776078224182,-1.9191737174987793,-2.080460011959076,-2.079170346260071,-0.2622603178024292,0.5276766634523359,-5497.374903976053,0.18880373339459422
-4.83115291595459,2.028795063495636,4.61668848991394,-1.1642149686813354,-0.5677869319915771,2.0277229845523834,2.61947900056839,-2.5780189037323,-1.5501916408538818,-2.939089298248291,-4.329954639077187,-1.8018633127212524,-0.9426794797182083,0.46827147496296007,-4855.544804097582,-0.4
-4.864064693450928,4.878064215183258,4.577893793582916,-1.9391080662608147,-1.3568983674049377,4.2395817041397095,1.6741006821393967,-4.803841918706894,-4.789266690611839,-3.984792947769165,-3.1835919618606567,-1.036142110824585,0.9213160276412964,0.11544624401960096,-241216.41527821383,-0.4
-4.136905312538147,-1.706073071807623,2.769203782081604,1.9700453281402588,0.6352219581604004,2.809114396572113,4.18037211894989,-2.5437445640563965,-1.666274070739746,-3.4731640815734863,-4.890245705842972,-2.4327576756477356,0.8139793872833252,0.6980700906612524,-2762.550187359335,0.5425789896940549
-4.6087788343429565,3.959438383579254,1.257470041513443,1.2621393203735352,-0.5100871324539185,5.63956606388092,4.146631360054016,-4.922268912196159,-2.6514289379119873,-1.8902292251586914,-3.2590800523757935,-1.255172610282898,0.8000383377075195,0.36816129826899235,-4179.808825130783,-0.391545162116097
-4.926936030387878,4.786514639854431,-0.8161802440881729,1.29758620262146,1.5317714214324951,5.846521019935608,5.940419793128967,-4.212580770254135,-4.125480473041534,-2.5586204528808594,-4.37446129322052,-1.6883641481399536,-0.30507493019104004,0.48182434460775764,-1171.73907572278,0.429977522059108
-5.08485209941864,3.944173514842987,-0.7516854852437973,-0.4526020288467407,1.1674764156341553,5.331297993659973,4.65114951133728,-2.2736639976501465,-4.019629597663879,-2.9705374240875244,-3.7916780710220337,-1.0531752109527588,0.04926300048828125,0.8323684922915904,46.21570206954982,0.35810727700477607
-5.840830489993095,-1.0809969902038574,2.45056289434433,-0.5521278381347656,-1.1859350800514221,1.527501866221428,6.367412447929382,-2.395303428173065,-4.348355352878571,-4.66936594247818,-4.168519765138626,-1.2445932626724243,0.45664703845977783,0.12046387350910853,-8459.39566221726,-0.4
-4.672487497329712,0.2946755588054657,-0.1170000433921814,-1.499118983745575,-1.9601415134966373,4.398204684257507,2.6344231963157654,-4.021925330162048,-2.248112916946411,-3.098637819290161,-3.2139474153518677,-2.9813175927847624,-0.7182895243167877,0.5081529017809753,-21137.606752306136,0.08789213732209167
-4.07374894618988,-1.9612396731972694,-0.6122483611106873,1.1870222091674805,0.39548587799072266,5.390989303588867,1.9184216260910034,-2.9019217491149902,-4.634202539920807,-3.031394600868225,-3.5926965177059174,-1.9032293558120728,-0.1768568754196167,0.6134447915326631,96.50825259449311,0.5664514633283649
-5.912871390581131,-0.34968696534633636,2.5944275856018066,1.0622284412384033,-0.0843195915222168,5.623244643211365,2.501457691192627,-4.690051928162575,-1.6405797004699707,-1.9254400730133057,-3.9709430634975433,-1.953222393989563,-0.25970935821533203,0.7296694635266461,-388.55636881571263,0.541744982386671
-4.538875699043274,2.2671942114830017,1.3109886646270752,-1.1147739887237549,0.11905384063720703,4.272357225418091,5.2289323806762695,-3.668176919221878,-2.5264031887054443,-4.1190571784973145,-2.4723531007766724,-1.0957579612731934,0.7445571422576904,0.6401684569900324,-2570.392874384309,-0.3558397856888589
-5.832270830869675,-1.7614466845989227,2.2880733609199524,0.721921443939209,-0.7961431741714478,2.6344308853149414,6.832576870918274,-2.476664662361145,-3.1176258325576782,-4.083620369434357,-4.6630856692790985,-1.7263646125793457,0.9054901599884033,0.6249857435033798,-7079.1680265420255,-0.06105324980923188
-4.602944493293762,-0.23264417052268982,-1.5503329262137413,-1.4552006721496582,0.99165940284729,5.908205032348633,1.2081795409321785,-4.684896610677242,-4.813191652297974,-1.3962712287902832,-2.3576140999794006,-2.3890454173088074,0.1405545473098755,0.5467559739078103,-7115.825208590072,0.3679307105511517
-5.5369603633880615,3.1120303869247437,-0.9978577792644501,0.6888632774353027,-0.32088911533355713,2.7709481716156006,2.0282853543758392,-3.548959344625473,-3.48259437084198,-3.3899710178375244,-4.111438155174255,-1.6562243700027466,0.3300246000289917,0.17228050975072984,-12788.968962162799,-0.3942297287452351
-5.77348430454731,-1.1627767533063889,2.5918520092964172,1.1076269149780273,-1.4898344278335571,1.7384800463914871,3.7692633271217346,-4.622489586472511,-3.4074357748031616,-4.765453800559044,-2.6585971117019653,-1.4154454469680786,0.9340423345565796,0.5757511470485994,-20532.698521907318,0.06712521745737177
-4.130031943321228,-1.2821624130010605,3.572995126247406,-1.0178688764572144,-0.356792688369751,4.802188277244568,4.683611750602722,-2.4372499585151672,-2.892991065979004,-2.5091981887817383,-4.362993240356445,-1.909804105758667,0.9272273778915405,0.6362811104342414,-6197.24777417475,0.27857663713534575
-5.2691274660071,-1.524403541386412,1.7401403677260934,1.525207142491689,0.6322640306738974,4.764937992855007,3.104148391793029,-3.332747906119231,-1.654934536152353,-3.1884010426413663,-4.723642386538828,-2.2205924522707052,0.03886635520044446,0.6354229582883661,-801.2157659488014,0.5660147088723719
-4.248609266088914,4.730331142659729,3.3751148439499516,1.8004426237218323,-0.7464932188551889,5.661059210403261,3.1229082481219983,-4.43246517003584,-4.078273674507418,-2.728900967556784,-3.323250111112467,-2.5828372787284946,0.43403968803462734,0.49990420101326033,-26474.645875278697,0.2952170629012524
-4.696321225869558,2.5803464143977113,2.4378932571019503,-0.16004303508396034,-0.6910632700724939,2.28140261219418,2.6044518262053034,-4.8222612873871915,-2.3970218588578525,-2.503629790717302,-2.5965375327255944,-1.2451667390833627,-1.0,0.3133798559192432,-9660.932199414276,-0.4
-5.999162425665523,-1.988921556893895,1.5443434114407353,-0.12151117660933863,1.0323698489692803,6.9877195698852494,1.5412461926076664,-4.996623181154152,-1.0060869302701465,-1.301742605206479,-4.065412472577839,-2.3524148715302013,-0.2927221224149754,0.4785319076564372,-1813.1047546606792,0.5593881973780906
-4.091294957954102,0.024536445227136827,0.36606536891846453,-0.6684772865764215,-0.0663935187775615,5.342955091971072,1.7519355302588826,-2.639292427179753,-1.6479805631569922,-4.759838316401912,-2.1806380203052464,-1.816781833806359,-0.8851613649018937,0.6476118734799333,-667.997079073649,0.5094898003374633
-4.8467734193536405,1.4850108386173422,0.9894868559331989,-0.0688017394569409,0.11327037962490705,5.348080224424939,5.6903496542237955,-2.8612047682650816,-2.6069789911681016,-3.2348791517089226,-3.115926541235111,-1.6035850925356772,0.06369250357208078,0.6783944503300042,-2017.2327271834697,0.35884007444109123
-4.874353437004334,2.637464256957683,1.7854988567557681,-0.6924613973110458,-0.09580431162439407,4.554362273638256,5.8961024514974945,-2.750107045956522,-3.2195925202849085,-3.4269644004843083,-2.9150440591423554,-1.3091831013441182,0.33508538893935014,0.6292685865099412,-4048.498073196908,-0.1880807173735427
-4.191190725570262,4.960425595978987,-1.2957014083814393,-1.4128551304795218,-0.07975509443124151,3.207031674711565,5.679740751488496,-2.7309161226937375,-2.9143192346019138,-3.5230661528858045,-4.4737980185209665,-1.3650373950556476,0.7324509544161968,0.8546044110018325,263.9748163313311,0.5071534112225311
-5.231926000866745,1.084944246717996,0.3035124381324761,-0.4448883587196304,1.2075487228006598,2.7579823206676863,3.347483259804414,-2.5451847850772467,-3.9680087517201463,-3.5315688596410872,-2.343630767373532,-2.0555577207106923,-0.33844962320886585,0.6082769854327126,-7701.899141524002,0.29664403643349857
-5.321426885123023,0.6690955233333806,3.0200314873566185,0.9943360996073438,-0.08593963622754508,6.559190500133938,5.195591197214345,-3.4283924867344764,-1.727819759335047,-2.4706120739595407,-4.22296124282492,-2.1475790462324227,0.23802517588180594,0.6983753158843052,-648.0460142781433,0.5562814489433126
-5.890276408809412,3.4483038720081325,0.4038554841374755,-2.0,-1.2930845823838677,2.1682799030280657,5.264554808766299,-4.79193311465929,-1.8206521337140291,-4.373980364280442,-4.501312998898044,-2.4042528279218134,0.08841504491098373,0.43272786191789286,-9151.810876975649,-0.4
-5.353598919647074,3.2454189105835898,-0.2137420853565839,-0.1750677394984712,1.6726514491694222,5.753294026986905,4.707774209466018,-2.053684630667104,-4.234687454545149,-2.9018397986239415,-3.33046133610181,-1.0447925100143713,-0.16469116365547676,0.7980779750479639,-202.75850796890222,0.28538551693681524
-4.754770356386947,3.988574568318417,-0.46367636280011215,-0.8800318143778592,0.47117824250789075,4.621446503554941,5.088434288926114,-2.4924872669316223,-3.584304548658241,-3.201825183076057,-3.8280882193746346,-1.0643093030962232,0.3438519412030763,0.8108981985108059,7.110661531405299,0.35385160143046157
-5.601307562408731,2.7893718862436447,-1.7096423030926302,-0.2372605600475466,0.21163023953280025,5.398880435650829,6.833478051102521,-4.055766969162702,-1.3073947717817895,-4.645915742370669,-2.1386167488211703,-1.760393120149637,-0.8757765571226444,0.8669366451250194,434.22601789991177,0.5663682723868918
-4.708892567907283,-0.5937994382029874,2.5578550154481565,1.0769645778964452,0.36601881422946025,4.086216475240439,5.811838995038066,-2.753279283697851,-2.01309090277732,-3.27056518025858,-4.45325962474559,-1.8430305505738893,0.5552735217892595,0.6868936094611517,-1980.1662391074565,0.44385444026183973
-5.583021217968705,2.820338772227619,1.0297605941553258,-0.45561483028695027,1.6874579452193395,6.189284915440581,4.63094243420908,-2.014515264234658,-4.285314617103346,-3.707264059404046,-4.418943466925941,-1.037429935901248,0.8010698993025589,0.39725913199291973,-2120.215439168358,-0.4
-5.722019603965193,3.837380487957592,1.3172801904141198,-1.4639613111127696,-1.671609930533935,1.0478859303967694,4.707371690134172,-2.465783740249001,-1.0060043714662936,-2.4516863571795247,-4.107027079463129,-1.6827508068473704,-0.2332081999192489,0.4643939337406733,-837.6920458206505,-0.4
-5.086611402411839,4.0658690346978705,1.2087741784673378,-0.4475327215327838,0.6757774359707298,4.863293432607047,4.6122993922999465,-2.422166248929007,-3.9983932886507008,-3.0221413713198277,-3.175177094356283,-1.0,0.10504841653014396,0.6335217012745628,-2107.4784516921536,-0.4
-4.681960880073905,4.747443934262475,4.820542961504666,-1.1190820717047298,0.49570920961321185,5.490198566567903,4.980838337936673,-3.841619060613634,-2.432680914767008,-3.9238810734455054,-3.766489094951482,-2.648144923909033,-0.7717369698647494,0.5323732605341673,-20047.461778796085,0.4355773564106693
-5.1341116012456105,3.601235333979454,-1.5623345456848663,-0.929180312645508,0.36904540358273685,5.258120307756654,6.889753944052114,-3.4083430873970144,-2.0109904882921192,-4.110261737293599,-2.709513738690937,-1.5431448998824067,0.18986004327468153,0.9242053271658662,430.93413524479524,0.5512300219091307
-5.103005262685606,3.5106486781763824,-0.7713353490103882,-0.9137564504412434,0.3752123745830471,5.128214013034882,6.503980084420961,-3.35369013635185,-2.1530111564284673,-4.069248733087446,-2.6881064199152527,-1.0,0.06906828707966528,0.9117183756323144,398.1237252975802,0.4207180116804874
-5.719009320245221,-0.30151632755418634,3.146833850541511,1.1911135157960255,-0.0467624197529275,5.685624081663162,3.9673190855733838,-3.995413584437842,-1.7441863771291666,-2.4584315752535835,-4.1080632889286255,-1.1110191269534506,-0.12169556877696874,0.7606777972841477,113.50407751584669,0.3681431687913188
-5.056047227884827,4.470315650123466,-0.8220497513419902,0.4578405048478169,1.753338913820036,2.1965859024019183,3.249238409522452,-3.944560186352389,-4.454905376593014,-1.5214706693277509,-3.6893833455463074,-1.9845199615913038,0.02720327642401643,0.7067570769496843,-4574.16834668614,0.43665734912159293
-4.192827993658289,1.9569469819767304,4.616698610841254,0.6996296163742208,0.6662018273713044,6.472523022308954,6.648590019171922,-4.158515718743087,-1.2356269589185178,-1.750864230602005,-2.511138131496422,-2.2690958018097716,0.7667475812478424,0.562923320834416,-3595.011418290288,0.47054871978529633
-4.0,3.2950596176137017,1.0780705803789457,1.489148027812345,2.0,1.6889889513653484,4.23766145381564,-2.0,-3.562560986351042,-1.0048386198967214,-5.0,-1.1107528387002392,0.990906594040114,0.5355246820456184,-2104.4048358692585,-0.35323668136514386
