0,1,2,3,4,5,6,7,8,9,10,11,12,MWD,Mn,conv
-4.108060837,2.157331944,-0.687259734,-1.99626255,-0.529496193,4.630495071,6.333088875,-4.524066448,-4.371582508,-3.695642233,-2.081665754,-1.018351316,-0.725733042,1.201965332,333.2346191,0.15981499
-4.623586655,2.537656307,-0.672272384,-1.710825443,-0.16598691,4.730545521,4.712713718,-4.139683247,-4.322477341,-3.665786266,-3.045539141,-1.066215634,-0.514754713,1.509560351,536.0244141,0.23032791
-4.134479046,1.335031509,-1.038162112,-1.979094386,-0.789478302,5.276141644,4.695352554,-4.935874939,-3.80318141,-3.289253235,-2.127467155,-1.030879021,-0.686795712,1.538193315,533.0591431,0.248918986
-5.467823982,2.26918292,-0.772887349,-1.230511189,0.431390166,3.460228443,3.872108936,-3.298034906,-3.386372089,-2.401523113,-2.648154497,-1.597230673,-0.663504303,1.76407965,1301.57959,0.168898797
-5.132963657,1.808736444,-0.009901849,-1.802996993,-0.649047911,2.554940701,1.917195439,-2.824754715,-2.4176085,-2.761019468,-2.930272341,-2.29709053,-0.903185904,2.901867397,19596.03906,0.995422727
-4.373610973,2.358926296,-0.221628591,-1.9243958,-0.258496314,2.533956528,6.979167938,-4.398249149,-4.317491531,-3.633340359,-2.394893169,-1.136490941,-0.656045556,1.185091589,327.5275879,0.119650102
-4.622272491,2.350547075,-0.908908904,-1.956870556,-0.779634595,4.515292168,3.738500357,-3.725865602,-2.883192301,-3.443175077,-2.594157696,-2.141012669,-0.936323404,1.947347883,4148.338379,0.156281894
-5.650728226,3.629594803,-0.83281219,-1.883965254,1.338899732,1.1071105,5.789131165,-3.480077744,-3.89178133,-3.233531952,-2.317888021,-1.556668043,-0.602842569,1.245282265,386.5996704,0.053994393
-5.119998455,3.200000048,-1.02853334,-1.981518269,0.560126126,2.493866444,5.631204128,-3.522262096,-3.17803812,-4.507334709,-2.69844532,-2.04824543,-0.670003235,1.309793117,406.7198486,0.018256581
-5.681191444,-1.336594462,-1.946731329,0.105963692,-1.56604743,2.377376556,5.410826683,-2.769991159,-3.281088829,-5,-3.339251518,-1,0.479677886,2.960714261,1649.012207,0.833844429
-4.308573246,2.653170347,-0.820983827,-2,0.607030094,3.302898169,7,-2.822287083,-4.817337513,-4.000613689,-2.141428232,-1,-0.624338508,1.11951393,306.958374,0.153527713
-5.017413616,3.1706357,-0.799551845,-1.817450404,1.01799643,2.793733597,7,-4.974308491,-4.81426239,-4.385983467,-3.503966331,-1,-0.583851755,1.125083129,310.374939,0.155194288
-5.132472038,-0.682531118,-1.960922718,-0.344794124,0.191460699,6.881419182,1.714315057,-3.982241869,-4.976690292,-4.303003311,-4.944890976,-2.549254894,-0.997423589,1.850522462,692.828064,0.009782887
-4.060869217,2.832335711,-0.200496361,-2,-0.15844664,2.459333181,7,-3.1104846,-3.051629543,-3.094970465,-3.582357168,-1,-0.565135181,1.151597874,317.168457,0.158838695
-5.043726444,-1.925276518,4.861436844,-0.527505279,-1.940470576,1.2079494,1.092859745,-2.494836569,-3.130332947,-3.907684803,-3.910797119,-1.325492382,-0.880425215,5.07922153,4922.432617,1.000000006
-4.079068184,3.050864935,-1.333697915,-2,1.022692323,6.716220856,6.89166832,-3.595939398,-4.048546791,-3.91407299,-2.732358694,-1,-0.504527271,1.115665425,304.5241699,0.152295506
-4.044363022,2.214945078,-1.053025842,-2,0.245887026,5.799791813,6.944377422,-2.108381987,-3.874796867,-4.071513653,-2.279748201,-1.000026941,-0.500252724,1.121283153,306.376709,0.153252906
-4.29408884,2.473356009,-0.681794226,-2,1.00479269,5.754539967,7,-4.967879772,-2.782268286,-2.929520369,-4.126497269,-1.117296219,-0.622737706,1.119482481,306.1112671,0.117143816
-5.08420229,3.822940111,-0.213760048,-1.884974718,-0.28775084,1.000676274,6.880877495,-3.018352509,-3.259516001,-4.16983366,-4.395769119,-1.000000596,-0.288671434,1.327440146,387.9261475,0.194205588
-4.181805611,2.845236301,-1.205350518,-1.967250347,0.463152081,6.168971539,7,-2.110896587,-2.02644968,-3.30387187,-3.980591536,-1,-0.57101512,1.118103669,305.7193604,0.155354089
-4.708168507,3.623327017,4.770089149,-0.212247699,1.833286285,4.276665688,1.229981065,-4.484283447,-3.957678795,-1.448473692,-2.121659994,-2.769349813,0.862883329,5.862322284,13212.89063,0.857459432
-5.733396053,5,3.558818102,-1.413253307,-2,7,1,-4.13432312,-1,-4.799799919,-2.925578594,-3,-0.414453298,6.679117844,2362.51123,0.997409111
-4.938047886,-1.032934546,-1.445171118,-0.505141318,-1.967125058,4.018635273,1.5388937,-2.110699654,-3.526051283,-3.413706779,-3.442831039,-1.22344768,0.923412502,2.226423285,3119.022949,0.962481326
-4.297530651,0.781063199,-0.260148674,-1.363683105,-0.240176037,1,6.352393627,-3.223421335,-2.17307353,-4.149772644,-3.609986782,-1,-0.11165864,1.29288914,374.392395,0.189765489
-4.132682323,2.39303422,-0.429307938,-1.96918118,0.272005081,1.543159127,6.998815536,-2.001186132,-1.020174265,-4.120495319,-3.723530531,-1.864821672,-0.239752367,1.172021673,324.6159668,0.026254809
-5.525459766,2.071685076,-0.321045667,-1.337648749,1.583695531,1.422379494,6.38263464,-3.703933001,-2.470550537,-1.326812387,-4.712564945,-1.16229856,0.603517354,1.434237669,460.2506104,0.159684396
-4.944040298,3.25983119,-0.712471247,-1.743381858,0.54389745,2.218983173,6.32882452,-2.022467613,-1.147233009,-2.627528667,-4.422822475,-1,-0.61892122,1.1483733,321.2653809,0.18211869
-5.048390388,-2,-0.097441129,0.256070286,-1.168395758,7,1.000624061,-2.679626465,-4.981667995,-3.65918541,-2.931493759,-3,-0.053363979,1.273387656,363.0769043,0.001818514
-4.080179214,2.074480295,-0.594426095,-1.954205155,0.8637321,1.621650219,6.039657116,-2.000006676,-4.356511593,-1.807064652,-3.780150652,-1,-0.128127083,1.138486552,318.1218262,0.159173912
-4.396677971,2.237367153,-0.811950326,-2,-0.880972207,5.05553627,6.537299156,-4.975316525,-1.238682389,-2.87155509,-4.154375553,-1,0.675957561,1.56893832,551.9318237,0.331535316
-5.290791988,-2,5,-2,-2,1,1,-2.310233831,-1,-2.161689758,-3.919742346,-1,1,1.916306119,2185.045898,0.816023594
-4.396762848,0.320121557,-0.24501662,-1.500900149,-0.903330147,4.158621311,4.908508778,-2,-1.026866555,-1.62937367,-4.05625248,-1,-0.368989378,1.748276443,864.1893921,0.784330612
-4.075792789,0.965956926,-0.780370295,-2,-0.579664111,2.058297157,5.928102016,-4.185956001,-4.900543213,-1.446808577,-3.164700031,-1,0.328031242,1.428573764,447.4335938,0.230307585
-5.26047945,1.335817099,-1.633880854,-1.006486535,-0.489150286,2.439948797,2.290052891,-2.024313211,-1.863341331,-1.639735699,-4.709825516,-2.623893261,0.312608957,1.999155163,6150.351563,0.999325281
-4.523179531,0.576321781,-0.934154689,-1.548608065,-0.567083478,2.226092815,4.192141056,-2,-2.420529366,-1.684831619,-4.381706715,-1.494304657,0.346555382,1.90673366,2297.246582,0.476579784
-4.11965704,0.875504911,-0.038236272,-1.508065581,-1.916892886,2.47444272,1.882010221,-2,-4.279854774,-4.391487122,-3.172359467,-1.065073848,0.574334025,13.37297615,21886.61328,1.000000006
-4.534147739,1.853350878,-0.821967065,-1.535301805,0.032983746,1.245332956,5.329976559,-2.01224494,-1.631614327,-1.52422893,-4.348862648,-1.844664693,-0.093260407,1.537856757,567.8428345,0.04461602
-4.031831264,-0.332525939,-0.732764959,-1.936533451,-1.429398417,2.598436356,6.199432373,-2.163885117,-3.40539217,-2.945744991,-2.19154644,-1.006737351,-0.261782318,1.628010463,630.6240234,0.311870492
-5.968383789,0.709179282,5,-1.857740164,0.542728007,3.070649624,5.288663387,-3.845207691,-5,-1.064642549,-2.811577082,-1,-0.459872603,2.780904448,2813.394287,1.000000006
-5.159977913,0.645743191,-0.517396867,0.027772451,-1.496147394,5.136717796,1,-2.1501019,-1.862397671,-3.271648645,-3.887250423,-2.997724533,-0.831487477,2.263994835,5170.771973,0.041227376
-5.997489452,3.189194679,-2,-0.390968382,-1.497594953,5.279858112,4.020200729,-4.985604763,-4.892774582,-1.836184621,-2.001074553,-1.008692384,0.661514997,8.089204791,2047.987915,1.000000006
-4.304564953,0.739030719,-0.509683609,-1.761788011,0.180313557,4.934212685,5.453653336,-2.030655622,-1,-2.145939827,-4.435801029,-1,-0.560578465,1.210892333,344.5510254,0.208202994
-4.965836525,0.094569266,2.241987944,1.211501122,-1.642113209,4.777918816,3.227714062,-2.980797052,-4.460354805,-1.323445678,-4.627129078,-2.864391088,-0.316564292,2.042199848,2544.884033,0.020188606
-5.53818512,4.954790115,-2,-0.384443611,-1.995127082,5.608185768,1.03481102,-2.527867079,-2.862564087,-1,-3.768877029,-2.033869743,-0.609022021,2.02705639,2353.347656,0.950577921
-5.826435566,-0.189533025,-0.76650393,-1.231628656,-0.005341667,6.802859783,4.959205627,-4.311894417,-1.592596173,-4.371311188,-4.482635498,-1.075546145,-0.827055931,1.59118938,515.7911987,0.227921402
-5.647776604,-0.103761725,-2,-1.137506723,-0.260368079,4.094532013,1.778051019,-2.782596827,-1.061972141,-2.554236412,-2.425653934,-3,0.810494542,2.012666669,2906.608887,0.923458701
-5.793172836,3.930378675,-0.200106308,-1.99996531,-0.93409574,4.480728149,7,-3.686361074,-3.785338879,-1.24693799,-2.58633852,-2.918676615,0.399171531,3.344373991,1528.371338,0.014607704
-4.784095287,1.251679897,4.839830875,-1.369536161,0.230513737,1.534505129,5.030230045,-4.052037716,-4.063654423,-2.040573835,-2.647232771,-2.333300352,-0.076587848,2.593766537,21741.17969,1.000000006
-5.998084068,-1.279502869,-0.946271181,-1.99175179,0.523823619,5.69838953,4.661211014,-2.244702816,-3.547233105,-3.762922764,-4.523554325,-2.734648705,-0.315895617,2.042333721,3575.841797,0.033107197
-5.949018955,1.886290431,-1.158041716,0.225108638,0.316344738,5.306348801,1.242596865,-4.157038689,-2.075805187,-1.600321293,-3.411597013,-2.155915022,-0.025886433,2.269895134,10324.62402,0.935874408
-5.554672718,-0.341632336,1.118141532,-1.662693739,1.340512037,5.773171425,3.276659489,-4.585107803,-4.308228493,-2.613967657,-3.719846964,-1.626494169,0.975963891,11.662813,5450.862305,0.660239576
-5.30279541,-2,-0.841458023,-0.613127232,-1.158759236,5.865546227,1,-2.27140069,-4.468155861,-2.855172873,-2.767799854,-2.975300312,0.447037756,2.128159551,2358.156494,0.012850678
-4,4.946015835,0.167652071,-2,0.285739899,1,4.745095253,-4.950009346,-4.963989735,-3.265628576,-2.06723237,-1.122949243,-0.984617352,1.302751841,397.897583,0.150839186
-5.553555965,4.112998486,-0.289502203,-2,1.253153801,6.525345802,6.998361111,-3.799584866,-2.117305279,-4.995299339,-4.910354614,-1.000008106,-0.102572978,1.16847326,335.5699463,0.169964707
-4.460022926,-1.917606831,-2,-1.209185958,-0.961818397,3.002599955,2.876906157,-4.221932888,-1,-1,-4.983223915,-2.672144413,0.415570378,1.839001881,1253.003906,0.909645683
-5.850491524,0.732032657,-1.46460557,-1.06937027,-0.793623805,1,3.941550493,-4.337573051,-3.126252174,-4.063977242,-4.612262726,-1,-0.99611789,1.907254317,1477.820557,0.743212587
-5.459702969,-2,5,-1.557125688,-1.845027685,3.814477682,1,-4.704435349,-1,-1.032491207,-4.91818428,-2.992907047,0.998301506,45.11280299,1381.599609,1.000000006
-4.601168633,1.32581532,0.643391252,-0.988385081,-0.914025724,5.338630676,3.096911907,-4.952302933,-2.788838148,-3.330463171,-4.883446217,-1.006245732,0.845451772,4.31559515,5181.692383,1.000000006
-4.156977177,3.187680244,-1.956035256,-1.235166788,-1.070025206,4.167952061,3.091697931,-4.51050663,-1,-2.28966403,-5,-1.249662995,-0.702934265,1.776913533,1041.585938,0.600304723
-4.28275013,5,1.934182882,-2,0.387469798,3.304040432,1.600941777,-5,-1.899386525,-4.879493713,-2.512406826,-1.751906395,0.455093831,16.69015079,23383.42578,1.000000006
-4.981462479,1.866214871,0.42222476,-0.965896606,-1.220242739,4.204227924,4.699662209,-2.171584606,-1,-5,-2.355304956,-2.962955236,-1,1.916057721,2216.541016,0.938956386
-5.658054352,4.204469681,1.215783477,1.372152448,1.057084441,1.143196464,5.119951725,-3.410001516,-2.095791101,-3.710193157,-4.318273544,-2.632793427,0.903749049,11.12208581,21737.69141,0.285866803
-4.294918537,0.656547487,-0.672539949,-1.70687592,-0.771521211,5.940952301,5.59521246,-2.036871195,-1.35563457,-1.195888519,-4.873420238,-1,-0.581621647,1.444624129,438.9095459,0.258867598
-4.609261513,0.008549099,-1.999998212,-1.430104971,0.023348419,1.768429279,2.846668005,-4.227222443,-1.000003338,-1.576083899,-4.999997139,-2.275240421,-0.264318109,1.810118949,1446.195801,0.098937726
-4.887756824,2.849266529,-1.091101766,-0.523112953,0.63003099,3.469724655,5.320841312,-2.231812954,-4.498583317,-4.471793652,-2.442861557,-1.726136088,-0.640425444,1.32530718,406.5491943,0.038390195
-4.040665627,-0.668545604,-0.176323637,-0.541872501,-1.210936189,2.826009035,5.20481348,-2.083902836,-2.932654142,-4.934681416,-2.774621248,-1.831221581,-0.993998349,1.868518032,1444.052368,0.108984894
-5.98696661,-0.37002939,3.440793991,1.405347943,1.809302568,1.68492496,3.889531851,-4.610956192,-4.056976795,-1.581558347,-4.433374882,-2.063697815,0.898342609,6.202090466,48285.47656,1.000000006
-4.094666481,1.44869554,-0.271086365,-1.077412128,-0.725067735,4.138535023,5.547007561,-2.004264593,-1,-4.371775627,-4.53841877,-1,-0.702033818,1.46173912,462.5788574,0.300290501
-5.810634136,2.380267143,0.655937433,-1.609171867,1.617946744,5.762830734,6.167339802,-3.918307543,-1.456700921,-4.812033176,-2.547399044,-2.770734787,-0.202888608,14.25189131,1610.508667,0.015074229
-4.956837654,-2,2.455842495,-0.150389299,-1.472785115,2.064691067,3.34603858,-2.680809498,-2.571467638,-4.28633213,-2.315279484,-2.686264753,-0.998688161,1.895575977,5743.772949,0.064733303
-5.762822151,0.001193724,-2,-1.909954667,0.210846171,5.156191826,3.384775162,-2.077491283,-1.831095934,-4.54860878,-4.425124645,-1.234056592,0.73282522,1.890333239,1998.665894,0.654809175
-5.100331783,1.723667622,-0.389553517,1.773197293,0.838445067,1.60338974,4.824333668,-3.198433638,-1.181989789,-3.772065163,-3.47937274,-1.515334129,-0.592510581,4.70696385,2514.674072,0.456502295
-5.358217239,1.442392588,-0.39914307,-1.468374133,-0.312320888,2.03497839,5.341045856,-2.015327692,-1,-2.42761302,-3.569473743,-1,-0.551579595,1.591120265,631.772583,0.454410917
-5.501984596,3.40912056,-0.50943768,-2,0.417534918,5.119234085,6.039714813,-2.000388622,-1.000444412,-4.804083347,-3.090019703,-1,-0.482886612,1.246092854,371.0234375,0.224524891
-4.000952244,4.991189957,-0.313143164,-2,0.745431066,3.905721426,6.998486996,-2.108547211,-1.026475072,-4.998332024,-3.186629057,-1.001532793,-0.281844884,1.121642753,309.7905273,0.182183987
-4.344037056,4.997885227,0.398218274,-1.813638449,0.617751896,1.89155221,5.087598324,-2.389345884,-1.000611901,-2.264093876,-4.739956856,-1,-0.721658587,1.275766587,398.8114014,0.241189009
-5.1920681,2.527416468,1.42966783,0.663082719,-1.273625731,2.289006948,6.439826965,-4.119751453,-3.884375811,-4.308052063,-2.934570313,-1.93647778,-0.895084918,3.554158701,10009.81836,0.586657524
-4.088164806,-0.234623939,1.119349718,1.099689841,-1.554515362,5.054935455,6.108308792,-3.589344025,-3.226023674,-2.044350863,-4.205439568,-2.815063715,-0.676992178,1.472608061,581.2254028,0.004519916
-4.595924377,4.330015182,2.635107994,0.692904174,0.561043084,1.066034436,4.351610661,-2.878874779,-2.310351133,-1.832797885,-2.272867918,-1.835227251,-0.648910642,2.558333507,7909.453125,0.892827576
-5.170555592,4.713384151,-2,-1.102688074,-0.987542331,4.092504501,2.924361467,-2.031585693,-1.015999436,-4.333696842,-4.509510517,-1.863395691,-0.743279338,1.886231899,1970.013916,0.912004298
-5.814941406,4.660596371,-0.035573155,0.872705162,1.615958214,6.101558685,1.503795981,-3.819357395,-4.09003973,-4.433749199,-3.888324261,-1.203030705,-0.372038811,4.929995523,6614.101563,1.000000006
-4.518133163,-2,-0.170966253,-0.081694223,-1.398856401,5.162153244,2.707064629,-4.860072613,-1.957545519,-1.024032831,-4.624326229,-2.906854153,-0.137949288,1.571780012,605.072998,0.005050397
-5.189204693,-1.537526727,1.496237159,-0.785844564,0.560548306,4.213774204,6.127129555,-3.666128874,-3.573621273,-1.914213896,-2.501362562,-2.711635828,-0.525523663,2.331684646,3222.181396,0.036332285
-5.186803818,1.607478261,-1.872223973,-0.679253697,1.88427031,1.394791603,5.591491222,-2.406691313,-4.875566006,-4.038829803,-2.311249495,-2.87978816,-0.387429833,1.304788716,429.8696289,0.002862906
-4.512816906,-1.920620799,4.979899406,0.635655046,-1.962135196,1.212998748,3.609283924,-2.533042669,-4.845921516,-1.012313008,-3.786245584,-1,0.754434407,29.03184407,2559.572754,1.000000006
-4.694892406,5,-0.994632006,-1.17736125,-0.247325107,3.228940248,4.306204796,-2,-1,-5,-3.174597979,-2.229208231,-1,1.745532936,939.9231567,0.04513613
-4.152235031,2.119726181,2.081161737,1.249664307,-1.695838451,3.264068604,3.778969526,-2.702707529,-3.755369186,-2.41940403,-4.746560574,-1.22365129,0.091622569,2.914520036,3123.319336,0.977631515
-4,-1.833194375,-1.894838333,-0.773290098,-0.575001895,3.08294034,3.863354445,-2.968830109,-1.090195656,-2.626521587,-4.266717911,-2.353867769,0.451077312,1.887334223,1694.594971,0.087824082
-5.165742397,3.772763729,2.782934427,-1.119628668,-1.730206132,1.217640162,1.873709679,-3.714577198,-2.646854639,-2.77038908,-3.711886883,-1.336717963,0.806216657,2.265205317,47384.55859,1.000000006
-4.399111271,0.475741804,1.36280787,-1.424012423,0.294965833,1.676138878,4.624800205,-2,-3.12476182,-1,-2.744358778,-1,-0.884090066,1.631750616,792.0802612,0.486256509
-4.278855801,-1.793229699,0.396176189,-0.509555697,0.827668607,5.705091476,4.77458477,-2.868607283,-4.064053535,-1.750335217,-4.55753994,-2.451700449,-0.192974404,2.126802956,827.0874023,0.014963603
-4.200488567,2.896204948,1.456637979,1.817663431,-0.804201543,4.297996044,6.145162106,-4.6442132,-1.613349319,-2.419564486,-2.553021908,-2.200385571,0.928408921,8.29261374,13028.77051,0.477322488
-4.405302525,-0.685651779,-0.295976818,-1.99629128,0.69681257,1.559794307,4.958291054,-4.010713577,-1.022860765,-2.715121269,-4.973945141,-1,-0.595622182,1.218960908,363.6185303,0.216484284
-5.096849442,-0.911913693,-0.032316636,0.1630086,-0.981615603,5.049489021,4.431857109,-2.238592625,-4.325572968,-3.065215349,-3.523329973,-1.888105392,-0.172812879,1.67561736,825.7241821,0.054406679
-4.471880436,0.112706691,-0.47974053,-1.58970952,-0.179422021,2.267809629,4.115865231,-3.42210722,-1,-1.330969453,-4.919159412,-1,-0.47207877,1.590115762,657.1533813,0.515156327
-4.021769524,-0.179092616,-0.648018777,-1.635645866,-0.275510073,6.242668152,6.999779701,-3.908190727,-4.970546246,-3.010141134,-2.666486263,-1.00000298,-0.967045248,1.1464942,266.8864746,0.133453286
-5.926747322,-0.745004177,3.997965813,1.115777731,-0.282613486,2.861001492,3.243220091,-4.198763371,-3.977109909,-4.830615044,-2.062583447,-1.439153671,-0.015726855,1.981905672,4023.315186,0.816770321
-4.901767731,-1.57180655,4.562086582,1.91442287,-1.931513429,5.33820343,2.361756086,-3.379968166,-2.850933552,-2.614874125,-2.166351318,-2.706217289,-0.623025477,1.246105904,394.2404785,0.003894186
-4.812115192,4.090192318,-2,-0.543643475,-1.481696486,4.808062553,2.587148428,-3.956941366,-2.645058393,-2.623083115,-4.385861874,-2.687377691,-0.15821965,2.169759756,30564.07227,0.824721819
-4.790093899,3.284178495,2.678969145,0.832691729,-1.740971804,2.016290665,1.240756989,-2.765448809,-3.808625698,-1.015013337,-2.035629988,-1.875178099,-0.962654293,2.170592505,4482.241699,1.000000006
-5.916324139,-1.121190906,2.706778526,-0.134028062,-1.746276617,4.737596512,1.329425097,-2.121765137,-1.282778859,-3.922688484,-2.764109135,-1.002802849,0.84611845,4.065484302,1679.725098,1.000000006
-5.517878532,2.462583542,-1.229889631,1.542247176,-1.151218772,3.040901899,6.840755939,-3.500386715,-1.775154591,-4.381091595,-4.704614639,-2.323075056,-0.590804815,2.86751857,10099.16992,0.265617406
-4.733401299,-1.769321561,-0.151454732,0.266057968,-1.490612388,1.421497464,5.478711128,-2.300919056,-4.372733116,-2.783725262,-3.38017869,-2.505048752,0.407641023,1.982113361,15080.94141,0.384856498
-4.05816412,4.904706001,-0.588202596,-1.158859491,-0.964106262,4.277225971,7,-2,-4.680447102,-2.919719458,-3.625625372,-1,-0.974279821,1.220774925,337.3027344,0.168925202
-5.273548603,-2,-1.989651561,1.412193418,-1.427953601,5.768679142,1.005479932,-4.307343483,-1.297063112,-1.000055671,-2.35569191,-1.003183484,-0.999824286,1.127236084,310.8799438,0.184274113
-5.242176533,-0.944737971,1.023363948,-0.373145193,-0.060335487,3.545965195,4.546254635,-3.70869112,-3.212960005,-3.687903404,-4.494034767,-2.054842949,0.688684404,2.121919844,14443.19727,0.663364707
-5.479852676,-1.656074762,0.021753388,-2,0.859333873,1.063841581,7,-3.978545189,-2.986816406,-4.884354591,-2.709663868,-1,-0.562422276,1.169754772,333.6848145,0.167261606
